agent_ref,parent_agent_ref,depth,child_count,safe_role_category,source_projection_disposition,nickname_metadata_present,communication_metadata_present,tool_activity_metadata_present,task_activity_metadata_present,final_answer_payload_preserved,model_provider_metadata_present,actual_model_identity_preserved,assignment_payload_preserved,task_turns_started,task_turns_completed,turns_aborted,error_markers,terminal_evidence,usefulness_or_acceptance
agent-1009,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-1010,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,29,29,0,0,task-complete-observed,unknown
agent-1011,agent-1009,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-1012,agent-1008,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,22,22,0,0,task-complete-observed,unknown
agent-1013,agent-1006,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-1014,agent-1008,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,6,5,0,0,task-complete-observed,unknown
agent-1015,agent-1014,3,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-1016,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-1017,agent-1016,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-1018,agent-1008,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-1019,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-1020,agent-1019,2,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-1021,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,13,13,0,0,task-complete-observed,unknown
agent-1022,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,21,21,0,0,task-complete-observed,unknown
agent-1023,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-1024,agent-1023,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-1025,agent-1024,3,0,metadata-unavailable,captured,False,False,False,False,False,True,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-1026,agent-1023,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-1027,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-1028,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-1029,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,10,8,2,0,task-complete-observed,unknown
agent-1030,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-1031,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,12,12,0,0,task-complete-observed,unknown
agent-1032,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-1033,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-1034,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-1035,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-1036,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-1037,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-1038,agent-0001,1,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,33,33,0,0,task-complete-observed,unknown
agent-1039,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-1040,agent-1039,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-1041,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-1042,agent-1041,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-1043,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
